country_iso3,table_name,record_id,record_name,field_name,claim_summary,source_url,source_authority,source_section_or_page,direct_support,scope_match,current_as_of_2026_06_22,action_taken,notes
MEX,countries,eef7cfe5-6a58-404f-8958-32c03a4d2c2c,Mexico,grade_structure,Stored structure distinguishes educación básica from educación media superior and correctly states compulsory levels,https://www.diputados.gob.mx/LeyesBiblio/pdf/LGE.pdf,Cámara de Diputados del H. Congreso de la Unión,"Articles 6, 37, 44, and 45, PDF pp. 2 and 17-19",yes,yes,yes,corrected,Removed unsupported credential labels and corrected compulsory education through media superior
MEX,curricula,ef490297-7fc8-48a1-be99-e8eb9fde7812,Plan de Estudio 2022 — Fase 6 (Educación Secundaria),name,Official Plan de Estudio 2022 and its Fase 6 secondary scope,https://educacionbasica.sep.gob.mx/wp-content/uploads/2024/07/Plan-de-Estudios-Educacion-Basica_digital-2024.pdf,Secretaría de Educación Pública,"Cover and section 8.4 Fases de aprendizaje, printed p. 150",yes,yes,yes,corrected,Replaced the invented SEP Lower Secondary label with the official plan and phase
MEX,curricula,ef490297-7fc8-48a1-be99-e8eb9fde7812,Plan de Estudio 2022 — Fase 6 (Educación Secundaria),grade_range,Fase 6 covers first second and third grades of educación secundaria,https://educacionbasica.sep.gob.mx/wp-content/uploads/2024/07/Plan-de-Estudios-Educacion-Basica_digital-2024.pdf,Secretaría de Educación Pública,"Section 8.4 Organización curricular por fases, printed p. 150",yes,yes,yes,corrected,Uses Mexico's own grade labels instead of asserted US-equivalent grades 7-9
MEX,curricula,ef490297-7fc8-48a1-be99-e8eb9fde7812,Plan de Estudio 2022 — Fase 6 (Educación Secundaria),authority,The Secretaría de Educación Pública issued the official plan,https://educacionbasica.sep.gob.mx/wp-content/uploads/2024/07/Plan-de-Estudios-Educacion-Basica_digital-2024.pdf,Secretaría de Educación Pública,Cover and publication masthead,yes,yes,yes,corrected,Restored official accents and direct-document provenance
MEX,curricula,ef490297-7fc8-48a1-be99-e8eb9fde7812,Plan de Estudio 2022 — Fase 6 (Educación Secundaria),description,The national plan applies to preschool primary and secondary education and Fase 6 covers all three secondary grades,https://educacionbasica.sep.gob.mx/wp-content/uploads/2024/07/Plan-de-Estudios-Educacion-Basica_digital-2024.pdf,Secretaría de Educación Pública,"Introduction and section 8.4, printed p. 150",yes,yes,yes,corrected,Removed unsupported track and textbook assertions
MEX,curricula,4f7111a6-7c89-4bd1-8459-f218e054b01f,Marco Curricular Común de la Educación Media Superior (MCCEMS),name,Exact current framework name established by Acuerdo 21/08/25,https://dof.gob.mx/nota_detalle.php?codigo=5765757&fecha=15/08/2025,Secretaría de Educación Pública / Diario Oficial de la Federación,"Agreement title and Article Único, DOF pp. 2-3",yes,yes,yes,corrected,Replaced the superseded 2022 agreement source with the controlling 2025 agreement
MEX,curricula,4f7111a6-7c89-4bd1-8459-f218e054b01f,Marco Curricular Común de la Educación Media Superior (MCCEMS),grade_range,The old generic grades 10-12 range was not directly established for all MCCEMS services,,,,no,no,no,removed,Cleared rather than translating diverse Mexican upper-secondary services into one unsupported grade range
MEX,curricula,4f7111a6-7c89-4bd1-8459-f218e054b01f,Marco Curricular Común de la Educación Media Superior (MCCEMS),authority,SEP through SEMS establishes interprets and coordinates the MCCEMS,https://dof.gob.mx/nota_detalle.php?codigo=5765757&fecha=15/08/2025,Secretaría de Educación Pública / Diario Oficial de la Federación,"Annex Articles 2-4, DOF pp. 3-5",yes,yes,yes,corrected,Replaced obsolete SEMS homepage provenance with the current legal instrument
MEX,curricula,4f7111a6-7c89-4bd1-8459-f218e054b01f,Marco Curricular Común de la Educación Media Superior (MCCEMS),description,The MCCEMS regulates and articulates upper-secondary plans and programs and coordinates adoption across provider types,https://dof.gob.mx/nota_detalle.php?codigo=5765757&fecha=15/08/2025,Secretaría de Educación Pública / Diario Oficial de la Federación,"Annex Articles 1, 2, and 5, DOF pp. 3 and 6",yes,yes,yes,corrected,Removed the unsupported blanket subsystem list and reflected the agreement's actual scope
MEX,education_programs,1d5056bf-1717-4198-98b7-14653e84a0c1,CONALEP Profesional Técnico-Bachiller,program_name,CONALEP currently provides educación profesional técnica bachiller,https://www.conalep.edu.mx/sites/default/files/micrositios/Plan-I/PI_del_CONALEP_2025-2030_DOF_14-11-2025.pdf,Colegio Nacional de Educación Profesional Técnica / Secretaría de Educación Pública,"Section 5 Diagnóstico, PDF p. 3",yes,yes,yes,corrected,Replaced awkward translated name with CONALEP's current official terminology
MEX,education_programs,1d5056bf-1717-4198-98b7-14653e84a0c1,CONALEP Profesional Técnico-Bachiller,description,CONALEP EPT-B prepares technical personnel for employment and provides baccalaureate education supporting continued higher study,https://www.conalep.edu.mx/sites/default/files/micrositios/Plan-I/PI_del_CONALEP_2025-2030_DOF_14-11-2025.pdf,Colegio Nacional de Educación Profesional Técnica / Secretaría de Educación Pública,"Section 5 Diagnóstico, PDF p. 3",yes,yes,yes,corrected,Removed the unsupported claim that the program is merely part of a named SEMS subsystem
MEX,education_programs,1d5056bf-1717-4198-98b7-14653e84a0c1,CONALEP Profesional Técnico-Bachiller,availability_scope,System CONALEP has a federal coordinating level and 30 state public bodies,https://www.conalep.edu.mx/sites/default/files/micrositios/Plan-I/PI_del_CONALEP_2025-2030_DOF_14-11-2025.pdf,Colegio Nacional de Educación Profesional Técnica / Secretaría de Educación Pública,"Section 5 Diagnóstico, PDF pp. 3-4",yes,yes,yes,kept,National scope retained without claiming every career is available in every plantel
MEX,education_programs,1d5056bf-1717-4198-98b7-14653e84a0c1,CONALEP Profesional Técnico-Bachiller,website_url,Stored URL is the direct current official CONALEP 2025-2030 institutional program,https://www.conalep.edu.mx/sites/default/files/micrositios/Plan-I/PI_del_CONALEP_2025-2030_DOF_14-11-2025.pdf,Colegio Nacional de Educación Profesional Técnica / Secretaría de Educación Pública,Document cover and publication metadata,yes,yes,yes,corrected,Replaced an obsolete SEMS URL with the direct CONALEP source
PHL,curricula,dba3375a-b0ca-4516-8fce-07e6104dd197,Strengthened Senior High School Curriculum - Academic Track,name,The Strengthened SHS Curriculum has an Academic Track,https://www.deped.gov.ph/wp-content/uploads/DM-48-s.-2025_-Pilot-Implementation-of-the-Strengthened-Senior-High-School-Curriculum-for-Grade-11-in-School-Year-2025-2026.pdf,Department of Education,"Enclosure, p. 3, paragraph 11",yes,yes,yes,corrected,DM 12 s. 2026 was checked for current nationwide Grade 11 applicability; the record title omits the former fixed-strand labels.
PHL,curricula,dba3375a-b0ca-4516-8fce-07e6104dd197,Strengthened Senior High School Curriculum - Academic Track,grade_range,Full implementation applies to incoming Grade 11 learners in SY 2026-2027,https://www.deped.gov.ph/wp-content/uploads/DM-12-s.-2026_Full-Implementation-of-the-Strengthened-Senior-High-School-Curriculum-in-School-Year-2026-2027.pdf,Department of Education,"p. 1, paragraphs 1 and 3",yes,yes,yes,corrected,Grade 12 non-pilot transition learners are intentionally excluded from this row.
PHL,curricula,dba3375a-b0ca-4516-8fce-07e6104dd197,Strengthened Senior High School Curriculum - Academic Track,authority,The Department of Education issues and directs implementation of the Strengthened SHS Curriculum,https://www.deped.gov.ph/wp-content/uploads/DM-12-s.-2026_Full-Implementation-of-the-Strengthened-Senior-High-School-Curriculum-in-School-Year-2026-2027.pdf,Department of Education,"Document heading and p. 1, paragraph 1",yes,yes,yes,corrected,Authority narrowed to DepEd; no TESDA curriculum authority is asserted.
PHL,curricula,dba3375a-b0ca-4516-8fce-07e6104dd197,Strengthened Senior High School Curriculum - Academic Track,description,All public and private SHSs implement the curriculum for incoming Grade 11 while Grade 12 transition learners continue the existing curriculum,https://www.deped.gov.ph/wp-content/uploads/DM-12-s.-2026_Full-Implementation-of-the-Strengthened-Senior-High-School-Curriculum-in-School-Year-2026-2027.pdf,Department of Education,"p. 1, paragraph 3",yes,yes,yes,corrected,The description is deliberately cohort-specific and makes no credential or fixed-strand claim.
PHL,curricula,17bb3948-c60d-4c59-8a22-f3c587904d4b,Strengthened Senior High School Curriculum - Technical-Professional (TechPro) Track,name,The Strengthened SHS Curriculum has a Technical-Professional (TechPro) Track,https://www.deped.gov.ph/wp-content/uploads/DM-48-s.-2025_-Pilot-Implementation-of-the-Strengthened-Senior-High-School-Curriculum-for-Grade-11-in-School-Year-2025-2026.pdf,Department of Education,"Enclosure, p. 3, paragraph 11",yes,yes,yes,corrected,DM 12 s. 2026 was checked for current nationwide Grade 11 applicability; the obsolete TVL label was removed.
PHL,curricula,17bb3948-c60d-4c59-8a22-f3c587904d4b,Strengthened Senior High School Curriculum - Technical-Professional (TechPro) Track,grade_range,Full implementation applies to incoming Grade 11 learners in SY 2026-2027,https://www.deped.gov.ph/wp-content/uploads/DM-12-s.-2026_Full-Implementation-of-the-Strengthened-Senior-High-School-Curriculum-in-School-Year-2026-2027.pdf,Department of Education,"p. 1, paragraphs 1 and 3",yes,yes,yes,corrected,Grade 12 non-pilot transition learners are intentionally excluded from this row.
PHL,curricula,17bb3948-c60d-4c59-8a22-f3c587904d4b,Strengthened Senior High School Curriculum - Technical-Professional (TechPro) Track,authority,The Department of Education issues and directs implementation of the Strengthened SHS Curriculum,https://www.deped.gov.ph/wp-content/uploads/DM-12-s.-2026_Full-Implementation-of-the-Strengthened-Senior-High-School-Curriculum-in-School-Year-2026-2027.pdf,Department of Education,"Document heading and p. 1, paragraph 1",yes,yes,yes,corrected,Authority narrowed to DepEd; TESDA training regulation and assessment authority is not conflated with curriculum authority.
PHL,curricula,17bb3948-c60d-4c59-8a22-f3c587904d4b,Strengthened Senior High School Curriculum - Technical-Professional (TechPro) Track,description,All public and private SHSs implement the curriculum for incoming Grade 11 while Grade 12 transition learners continue the existing curriculum,https://www.deped.gov.ph/wp-content/uploads/DM-12-s.-2026_Full-Implementation-of-the-Strengthened-Senior-High-School-Curriculum-in-School-Year-2026-2027.pdf,Department of Education,"p. 1, paragraph 3",yes,yes,yes,corrected,The description makes no claim that completing a TechPro elective automatically awards a TESDA certificate.
PAK,curricula,8822f9f4-c664-40ee-a932-2c91269383be,FBISE Inclusive Scheme of Studies 2024 - Secondary School Certificate,name,Board-scoped record name identifies the FBISE implementation of the Inclusive Scheme of Studies 2024 at SSC level,https://www.fbise.edu.pk/Syllabus/Scheme-of-Studies.pdf,Federal Board of Intermediate and Secondary Education,FBISE notification No. 0-5/FBISE/RES/CC/362 dated 27 March 2025; subject and clause (i); scheme pp. 8-14,yes,yes,yes,corrected,"Verified 2026-06-24. The stored English name is descriptive: the official instrument is titled Inclusive Scheme of Studies 2024, and the row adds FBISE and SSC scope to prevent a national claim."
PAK,curricula,8822f9f4-c664-40ee-a932-2c91269383be,FBISE Inclusive Scheme of Studies 2024 - Secondary School Certificate,grade_range,SSC scope is Grades IX-X,https://www.fbise.edu.pk/Syllabus/Scheme-of-Studies.pdf,Federal Board of Intermediate and Secondary Education,scheme p. 8 Guidelines for Grades IX-X and pp. 9-12 Secondary School Certificate tables,yes,yes,yes,corrected,Verified 2026-06-24; Roman-numeral classes IX-X are stored as 9-10.
PAK,curricula,8822f9f4-c664-40ee-a932-2c91269383be,FBISE Inclusive Scheme of Studies 2024 - Secondary School Certificate,authority,FBISE implements the scheme for institutions affiliated with the Board at SSC level,https://www.fbise.edu.pk/Syllabus/Scheme-of-Studies.pdf,Federal Board of Intermediate and Secondary Education,"FBISE notification No. 0-5/FBISE/RES/CC/362 heading, clause (i), and addressee",yes,yes,yes,corrected,Verified 2026-06-24; this is Board implementation authority and not a claim that FBISE governs all Pakistan schools.
PAK,curricula,8822f9f4-c664-40ee-a932-2c91269383be,FBISE Inclusive Scheme of Studies 2024 - Secondary School Certificate,description,"For FBISE-affiliated institutions, SSC-I implementation starts with Academic Session 2025 and SSC-II with Academic Session 2026; students already under the 2006 scheme remain under it through certification",https://www.fbise.edu.pk/Syllabus/Scheme-of-Studies.pdf,Federal Board of Intermediate and Secondary Education,FBISE notification No. 0-5/FBISE/RES/CC/362 clauses (i)-(ii),yes,yes,yes,corrected,Verified 2026-06-24; legacy Science/Humanities-only and final-grade-examination wording was removed.
PAK,curricula,4bdb2f41-399f-41c5-9a3a-35824fef687a,FBISE Inclusive Scheme of Studies 2024 - Higher Secondary School Certificate,name,Board-scoped record name identifies the FBISE implementation of the Inclusive Scheme of Studies 2024 at HSSC level,https://www.fbise.edu.pk/Syllabus/Scheme-of-Studies.pdf,Federal Board of Intermediate and Secondary Education,FBISE notification No. 0-5/FBISE/RES/CC/362 dated 27 March 2025; subject and clause (i); scheme pp. 15-26,yes,yes,yes,corrected,"Verified 2026-06-24. The stored English name is descriptive: the official instrument is titled Inclusive Scheme of Studies 2024, and the row adds FBISE and HSSC scope to prevent a national claim."
PAK,curricula,4bdb2f41-399f-41c5-9a3a-35824fef687a,FBISE Inclusive Scheme of Studies 2024 - Higher Secondary School Certificate,grade_range,HSSC scope is Grades XI-XII,https://www.fbise.edu.pk/Syllabus/Scheme-of-Studies.pdf,Federal Board of Intermediate and Secondary Education,scheme p. 15 Guidelines for Grades XI-XII and pp. 16-24 Higher Secondary School Certificate tables,yes,yes,yes,corrected,Verified 2026-06-24; Roman-numeral classes XI-XII are stored as 11-12.
PAK,curricula,4bdb2f41-399f-41c5-9a3a-35824fef687a,FBISE Inclusive Scheme of Studies 2024 - Higher Secondary School Certificate,authority,FBISE implements the scheme for institutions affiliated with the Board at HSSC level,https://www.fbise.edu.pk/Syllabus/Scheme-of-Studies.pdf,Federal Board of Intermediate and Secondary Education,"FBISE notification No. 0-5/FBISE/RES/CC/362 heading, clause (i), and addressee",yes,yes,yes,corrected,Verified 2026-06-24; this is Board implementation authority and not a claim that FBISE governs provincial BISEs or every upper-secondary institution.
PAK,curricula,4bdb2f41-399f-41c5-9a3a-35824fef687a,FBISE Inclusive Scheme of Studies 2024 - Higher Secondary School Certificate,description,"For FBISE-affiliated institutions, HSSC-I implementation starts with Academic Session 2025 and HSSC-II with Academic Session 2026; students already under the 2006 scheme remain under it through certification",https://www.fbise.edu.pk/Syllabus/Scheme-of-Studies.pdf,Federal Board of Intermediate and Secondary Education,FBISE notification No. 0-5/FBISE/RES/CC/362 clauses (i)-(ii),yes,yes,yes,corrected,Verified 2026-06-24; the incomplete legacy group list and final-grade-examination wording were removed.
SAU,curricula,7c58c0c3-6e3b-46b3-982b-f6294fb195a5,مسارات المرحلة الثانوية (Saudi Secondary Pathways System),name,The current MOE system is titled مسارات المرحلة الثانوية,https://www.moe.gov.sa/ar/education/generaleducation/StudyPlans/Pages/SecondarySchoolTracks.aspx,وزارة التعليم (Ministry of Education),Page heading مسارات الثانوية and section الأدلة الإرشادية لنظام مسارات التعليم الثانوي,yes,yes,yes,corrected,"Verified 2026-06-24; the English wording in parentheses is a descriptive translation, not an asserted official English title."
SAU,curricula,7c58c0c3-6e3b-46b3-982b-f6294fb195a5,مسارات المرحلة الثانوية (Saudi Secondary Pathways System),authority,وزارة التعليم publishes and governs the secondary pathways system,https://www.moe.gov.sa/ar/education/generaleducation/StudyPlans/Pages/SecondarySchoolTracks.aspx,وزارة التعليم (Ministry of Education),Official MOE page; opening section beginning تحرص وزارة التعليم and product section الحوكمة,yes,yes,yes,corrected,Verified 2026-06-24; authority is limited to the MOE secondary pathways system and does not include TVTC qualifications or ETEC assessments.
SAU,curricula,7c58c0c3-6e3b-46b3-982b-f6294fb195a5,مسارات المرحلة الثانوية (Saudi Secondary Pathways System),description,"The system has nine semesters over three years, beginning with a common first year and followed by two specialized years; it identifies five principal pathways and governs pathway opening and closing",https://www.moe.gov.sa/ar/education/generaleducation/StudyPlans/Pages/SecondarySchoolTracks.aspx,وزارة التعليم (Ministry of Education),Sections ويشتمل نظام المسارات على خمسة مسارات رئيسة; المسارات; and product الحوكمة,yes,yes,yes,corrected,Verified 2026-06-24. The description does not claim that every school offers all five pathways; exact school and 1448-1449 cohort availability remains a research gap.
USA,destination_graduation_frameworks,6f9d8ae0-44b4-4b5c-a44a-8c08ec6084e4,Texas Foundation High School Program,framework_name,Framework name: Texas Foundation High School Program,https://tea.texas.gov/academics/graduation-information/house-bill-5-foundation-high-school-program,Texas Education Agency,TEA HB5 page title and header,yes,yes,yes,kept,
USA,destination_graduation_frameworks,6f9d8ae0-44b4-4b5c-a44a-8c08ec6084e4,Texas Foundation High School Program,credential_awarded,Credential awarded: High School Diploma,https://www.law.cornell.edu/cfr/text/19/74.12,Texas State Board of Education / Texas Education Agency (19 TAC),19 TAC 74.12 title: Foundation High School Program,yes,yes,yes,kept,
USA,destination_graduation_frameworks,6f9d8ae0-44b4-4b5c-a44a-8c08ec6084e4,Texas Foundation High School Program,grade_range,Grade range: 9-12,https://www.law.cornell.edu/cfr/text/19/74.11,Texas State Board of Education / Texas Education Agency (19 TAC),19 TAC 74.11: High School Graduation Requirements apply to grades 9-12,yes,yes,yes,kept,
USA,destination_graduation_frameworks,6f9d8ae0-44b4-4b5c-a44a-8c08ec6084e4,Texas Foundation High School Program,total_credits_required,Total credits required: 26 (default endorsement path),https://www.law.cornell.edu/cfr/text/19/74.12,Texas State Board of Education / Texas Education Agency (19 TAC),19 TAC 74.12: Foundation High School Program with endorsements requires 26 credits,yes,yes,yes,kept,22-credit minimum foundation path exists but the default is 26-credit endorsement path
USA,destination_graduation_frameworks,6f9d8ae0-44b4-4b5c-a44a-8c08ec6084e4,Texas Foundation High School Program,credit_unit_name,Credit unit: credit (unit),https://www.law.cornell.edu/cfr/text/19/74.12,Texas State Board of Education / Texas Education Agency (19 TAC),19 TAC 74.12: credit requirements specified in units,yes,yes,yes,kept,
USA,destination_graduation_frameworks,6f9d8ae0-44b4-4b5c-a44a-8c08ec6084e4,Texas Foundation High School Program,has_state_or_national_exams,Has state exams: true (STAAR EOC assessments),https://www.law.cornell.edu/cfr/text/19/74.11,Texas State Board of Education / Texas Education Agency (19 TAC),19 TAC 74.11(a)(2): STAAR EOC assessment requirements,yes,yes,yes,kept,
USA,destination_graduation_frameworks,6f9d8ae0-44b4-4b5c-a44a-8c08ec6084e4,Texas Foundation High School Program,effective_year,Effective year: 2014,https://tea.texas.gov/academics/graduation-information/house-bill-5-foundation-high-school-program,Texas Education Agency,TEA HB5 page: students entering 9th grade in 2014-15 and subsequent,yes,yes,yes,kept,
USA,graduation_requirements,d926ebcc-d1e7-48a3-ac78-424e2deae6ba,English/Language Arts,subject_category,Subject category: English/Language Arts,https://www.law.cornell.edu/cfr/text/19/74.12,Texas State Board of Education / Texas Education Agency (19 TAC),19 TAC 74.12(b)(1),yes,yes,yes,kept,
USA,graduation_requirements,d926ebcc-d1e7-48a3-ac78-424e2deae6ba,English/Language Arts,credits_required,Credits required: 4,https://www.law.cornell.edu/cfr/text/19/74.12,Texas State Board of Education / Texas Education Agency (19 TAC),19 TAC 74.12(b)(1),yes,yes,yes,kept,
USA,graduation_requirements,d926ebcc-d1e7-48a3-ac78-424e2deae6ba,English/Language Arts,specific_courses,"Specific courses: [""English I"",""English II"",""English III"",""one advanced English course""]",https://www.law.cornell.edu/cfr/text/19/74.12,Texas State Board of Education / Texas Education Agency (19 TAC),19 TAC 74.12(b)(1),yes,yes,yes,kept,
USA,graduation_requirements,d926ebcc-d1e7-48a3-ac78-424e2deae6ba,English/Language Arts,notes,Four credits required. Must include English I and English II. English III or a comparable AP/IB English course. Fourth credit from advanced English courses per 19 TAC 74.12(b)(1).,https://www.law.cornell.edu/cfr/text/19/74.12,Texas State Board of Education / Texas Education Agency (19 TAC),19 TAC 74.12(b)(1),yes,yes,yes,kept,
USA,graduation_requirements,d926ebcc-d1e7-48a3-ac78-424e2deae6ba,English/Language Arts,requirement_type,Requirement type: core,https://www.law.cornell.edu/cfr/text/19/74.12,Texas State Board of Education / Texas Education Agency (19 TAC),19 TAC 74.12(b)(1),yes,yes,yes,kept,
USA,graduation_requirements,6fc8e048-cb6f-48b7-ba0b-7f772869409d,Mathematics,subject_category,Subject category: Mathematics,https://www.law.cornell.edu/cfr/text/19/74.12,Texas State Board of Education / Texas Education Agency (19 TAC),19 TAC 74.12(b)(2),yes,yes,yes,kept,
USA,graduation_requirements,6fc8e048-cb6f-48b7-ba0b-7f772869409d,Mathematics,credits_required,Credits required: 3,https://www.law.cornell.edu/cfr/text/19/74.12,Texas State Board of Education / Texas Education Agency (19 TAC),19 TAC 74.12(b)(2),yes,yes,yes,kept,
USA,graduation_requirements,6fc8e048-cb6f-48b7-ba0b-7f772869409d,Mathematics,specific_courses,"Specific courses: [""Algebra I"",""Geometry"",""one advanced mathematics course""]",https://www.law.cornell.edu/cfr/text/19/74.12,Texas State Board of Education / Texas Education Agency (19 TAC),19 TAC 74.12(b)(2),yes,yes,yes,kept,
USA,graduation_requirements,6fc8e048-cb6f-48b7-ba0b-7f772869409d,Mathematics,notes,Three credits required for the Foundation program (4 for the default endorsement path). Must include Algebra I and Geometry. Additional advanced mathematics credits per 19 TAC 74.12(b)(2); the default endorsement path adds one additional advanced mathematics course per 19 TAC 74.13(e)(2).,https://www.law.cornell.edu/cfr/text/19/74.12,Texas State Board of Education / Texas Education Agency (19 TAC),19 TAC 74.12(b)(2),yes,yes,yes,kept,
USA,graduation_requirements,6fc8e048-cb6f-48b7-ba0b-7f772869409d,Mathematics,requirement_type,Requirement type: core,https://www.law.cornell.edu/cfr/text/19/74.12,Texas State Board of Education / Texas Education Agency (19 TAC),19 TAC 74.12(b)(2),yes,yes,yes,kept,
USA,graduation_requirements,e40517f9-1a95-4e10-834a-131e27f8b152,Science,subject_category,Subject category: Science,https://www.law.cornell.edu/cfr/text/19/74.12,Texas State Board of Education / Texas Education Agency (19 TAC),19 TAC 74.12(b)(3),yes,yes,yes,kept,
USA,graduation_requirements,e40517f9-1a95-4e10-834a-131e27f8b152,Science,credits_required,Credits required: 3,https://www.law.cornell.edu/cfr/text/19/74.12,Texas State Board of Education / Texas Education Agency (19 TAC),19 TAC 74.12(b)(3),yes,yes,yes,kept,
USA,graduation_requirements,e40517f9-1a95-4e10-834a-131e27f8b152,Science,specific_courses,"Specific courses: [""Biology"",""one laboratory-based course (Integrated Physics and Chemistry, Chemistry, or Physics)"",""one additional advanced science course""]",https://www.law.cornell.edu/cfr/text/19/74.12,Texas State Board of Education / Texas Education Agency (19 TAC),19 TAC 74.12(b)(3),yes,yes,yes,kept,
USA,graduation_requirements,e40517f9-1a95-4e10-834a-131e27f8b152,Science,notes,Three credits required for the Foundation program (4 for the default endorsement path). Must include Biology. Additional laboratory-based and advanced science credits per 19 TAC 74.12(b)(3); the default endorsement path adds one additional advanced science course per 19 TAC 74.13(e)(6).,https://www.law.cornell.edu/cfr/text/19/74.12,Texas State Board of Education / Texas Education Agency (19 TAC),19 TAC 74.12(b)(3),yes,yes,yes,kept,
USA,graduation_requirements,e40517f9-1a95-4e10-834a-131e27f8b152,Science,requirement_type,Requirement type: core,https://www.law.cornell.edu/cfr/text/19/74.12,Texas State Board of Education / Texas Education Agency (19 TAC),19 TAC 74.12(b)(3),yes,yes,yes,kept,
USA,graduation_requirements,10ba15da-818e-4a6e-9d45-3ed6d91391a9,Social Studies,subject_category,Subject category: Social Studies,https://www.law.cornell.edu/cfr/text/19/74.12,Texas State Board of Education / Texas Education Agency (19 TAC),19 TAC 74.12(b)(4),yes,yes,yes,kept,
USA,graduation_requirements,10ba15da-818e-4a6e-9d45-3ed6d91391a9,Social Studies,credits_required,Credits required: 3,https://www.law.cornell.edu/cfr/text/19/74.12,Texas State Board of Education / Texas Education Agency (19 TAC),19 TAC 74.12(b)(4),yes,yes,yes,kept,
USA,graduation_requirements,10ba15da-818e-4a6e-9d45-3ed6d91391a9,Social Studies,specific_courses,"Specific courses: [""United States History Studies Since 1877"",""United States Government (0.5 credit)"",""Economics or Personal Financial Literacy (0.5 credit)"",""World History or World Geography (1 credit)""]",https://www.law.cornell.edu/cfr/text/19/74.12,Texas State Board of Education / Texas Education Agency (19 TAC),19 TAC 74.12(b)(4),yes,yes,yes,kept,
USA,graduation_requirements,10ba15da-818e-4a6e-9d45-3ed6d91391a9,Social Studies,notes,Three credits required. One credit U.S. History. One-half credit U.S. Government. One-half credit Economics or Personal Financial Literacy. One credit World History or World Geography per 19 TAC 74.12(b)(4).,https://www.law.cornell.edu/cfr/text/19/74.12,Texas State Board of Education / Texas Education Agency (19 TAC),19 TAC 74.12(b)(4),yes,yes,yes,kept,
USA,graduation_requirements,10ba15da-818e-4a6e-9d45-3ed6d91391a9,Social Studies,requirement_type,Requirement type: core,https://www.law.cornell.edu/cfr/text/19/74.12,Texas State Board of Education / Texas Education Agency (19 TAC),19 TAC 74.12(b)(4),yes,yes,yes,kept,
USA,graduation_requirements,2c2b9ace-2e5f-43d2-a8f6-8f6461531567,Languages Other Than English,subject_category,Subject category: Languages Other Than English,https://www.law.cornell.edu/cfr/text/19/74.12,Texas State Board of Education / Texas Education Agency (19 TAC),19 TAC 74.12(b)(5),yes,yes,yes,kept,
USA,graduation_requirements,2c2b9ace-2e5f-43d2-a8f6-8f6461531567,Languages Other Than English,credits_required,Credits required: 2,https://www.law.cornell.edu/cfr/text/19/74.12,Texas State Board of Education / Texas Education Agency (19 TAC),19 TAC 74.12(b)(5),yes,yes,yes,kept,
USA,graduation_requirements,2c2b9ace-2e5f-43d2-a8f6-8f6461531567,Languages Other Than English,specific_courses,"Specific courses: [""Two levels in the same language or two computer programming credits""]",https://www.law.cornell.edu/cfr/text/19/74.12,Texas State Board of Education / Texas Education Agency (19 TAC),19 TAC 74.12(b)(5),yes,yes,yes,kept,
USA,graduation_requirements,2c2b9ace-2e5f-43d2-a8f6-8f6461531567,Languages Other Than English,notes,"Two credits required. May be satisfied by two levels in the same language (including ASL), or two credits in computer programming languages per 19 TAC 74.12(b)(5). Substitutions are permitted for students with disabilities per district committee determination.",https://www.law.cornell.edu/cfr/text/19/74.12,Texas State Board of Education / Texas Education Agency (19 TAC),19 TAC 74.12(b)(5),yes,yes,yes,kept,
USA,graduation_requirements,2c2b9ace-2e5f-43d2-a8f6-8f6461531567,Languages Other Than English,requirement_type,Requirement type: core,https://www.law.cornell.edu/cfr/text/19/74.12,Texas State Board of Education / Texas Education Agency (19 TAC),19 TAC 74.12(b)(5),yes,yes,yes,kept,
USA,graduation_requirements,c2577ff1-81e0-412f-ab49-65e0eea6fa01,Physical Education,subject_category,Subject category: Physical Education,https://www.law.cornell.edu/cfr/text/19/74.12,Texas State Board of Education / Texas Education Agency (19 TAC),19 TAC 74.12(b)(6),yes,yes,yes,kept,
USA,graduation_requirements,c2577ff1-81e0-412f-ab49-65e0eea6fa01,Physical Education,credits_required,Credits required: 1,https://www.law.cornell.edu/cfr/text/19/74.12,Texas State Board of Education / Texas Education Agency (19 TAC),19 TAC 74.12(b)(6),yes,yes,yes,kept,
USA,graduation_requirements,c2577ff1-81e0-412f-ab49-65e0eea6fa01,Physical Education,specific_courses,"Specific courses: [""Physical Education or approved substitution""]",https://www.law.cornell.edu/cfr/text/19/74.12,Texas State Board of Education / Texas Education Agency (19 TAC),19 TAC 74.12(b)(6),yes,yes,yes,kept,
USA,graduation_requirements,c2577ff1-81e0-412f-ab49-65e0eea6fa01,Physical Education,notes,"One credit required. May be earned through approved physical education courses or substitutions including athletics, JROTC, marching band, cheerleading, or approved private programs per 19 TAC 74.12(b)(6).",https://www.law.cornell.edu/cfr/text/19/74.12,Texas State Board of Education / Texas Education Agency (19 TAC),19 TAC 74.12(b)(6),yes,yes,yes,kept,
USA,graduation_requirements,c2577ff1-81e0-412f-ab49-65e0eea6fa01,Physical Education,requirement_type,Requirement type: core,https://www.law.cornell.edu/cfr/text/19/74.12,Texas State Board of Education / Texas Education Agency (19 TAC),19 TAC 74.12(b)(6),yes,yes,yes,kept,
